timestamp,odos_time,odo_fl,odo_fr,odo_bl,odo_br,odo_s_fl,odo_s_fr,odo_s_bl,odo_s_br,odos_last_time,last_odo_fl,last_odo_fr,last_odo_bl,last_odo_br,ori_time,ori_fl,ori_fr,ori_bl,ori_br,ori_s_fl,ori_s_fr,ori_s_bl,ori_s_br,last_ori_time,last_ori_fl,last_ori_fr,last_ori_bl,last_ori_br,radar_time,radar_0,radar_45,radar_90,radar_135,radar_180,radar_225,radar_270,radar_315,radar_s_0,radar_s_45,radar_s_90,radar_s_135,radar_s_180,radar_s_225,radar_s_270,radar_s_315,last_radar_time,last_radar_0,last_radar_45,last_radar_90,last_radar_135,last_radar_180,last_radar_225,last_radar_270,last_radar_315,heading_time,heading,last_heading_time,last_heading,cmd_time,cmd_speed,cmd_angle,cmd_dist,selection
1552045633.2067783,1552045590.574145,9279,23834,53886,48833,0,0,0,0,1552045590.399914,10001,24665,54707,49722,1552045590.654505,179,179,180,181,32,32,32,32,1552045590.556412,179,179,181,181,1552045633.1892679,1386,367,233,298,382,517,1099,454,7,0,0,0,0,0,2,0,1552045633.128299,1364,360,236,295,369,496,1550,465,1552045633.1704462,2,1552045633.0,2,1552045633.1038814,100,2,2096,Corridor          
1552045633.3088815,1552045590.775191,8503,22894,52931,47762,0,0,0,0,1552045590.574145,9279,23834,53886,48833,1552045590.782498,179,180,180,181,32,32,32,32,1552045590.742582,179,180,181,181,1552045633.2583513,1361,383,241,293,405,532,1471,444,7,0,0,0,0,0,4,0,1552045633.1892679,1386,367,233,298,382,517,1099,454,1552045633.2745295,2,1552045633.0,2,1552045633.2056026,100,3,2372,Corridor          
1552045633.405391,1552045590.775191,8503,22894,52931,47762,0,0,0,0,1552045590.574145,9279,23834,53886,48833,1552045590.917484,182,182,181,181,32,32,32,32,1552045590.782498,179,180,180,181,1552045633.3904972,1336,392,243,295,438,571,784,443,0,0,0,0,0,0,2,0,1552045633.3280175,1349,379,239,295,421,550,1488,447,1552045633.3756661,3,1552045633.0,3,1552045633.3054693,100,5,1545,Corridor          
1552045633.5051866,1552045590.957097,7505,21843,51967,46683,0,0,0,0,1552045590.775191,8503,22894,52931,47762,1552045590.966696,183,182,180,181,32,32,32,32,1552045590.917484,182,182,181,181,1552045633.463825,1298,397,244,297,461,591,1836,434,7,0,0,0,0,0,4,0,1552045633.3904972,1336,392,243,295,438,571,784,443,1552045633.4802995,3,1552045633.0,3,1552045633.4041686,100,5,1529,Corridor          
1552045633.605321,1552045590.957097,7505,21843,51967,46683,0,0,0,0,1552045590.775191,8503,22894,52931,47762,1552045591.085351,187,182,182,182,32,32,32,32,1552045590.966696,183,182,180,181,1552045633.5806398,1268,395,251,298,493,645,1263,435,7,0,0,0,0,0,2,0,1552045633.5237584,1283,393,243,303,479,627,1398,439,1552045633.5861104,2,1552045633.0,3,1552045633.504043,100,5,1558,Corridor          
1552045633.7134647,1552045591.150651,6479,20781,50935,45640,0,0,0,0,1552045590.957097,7505,21843,51967,46683,1552045591.219538,185,182,181,181,32,32,32,32,1552045591.085351,187,182,182,182,1552045633.64477,1264,397,244,301,510,660,1140,435,7,0,0,0,0,0,2,0,1552045633.5806398,1268,395,251,298,493,645,1263,435,1552045633.69616,3,1552045633.0,2,1552045633.6038668,100,7,1323,Corridor          
1552045633.8098068,1552045591.150651,6479,20781,50935,45640,0,0,0,0,1552045590.957097,7505,21843,51967,46683,1552045591.270425,185,183,181,182,32,32,32,32,1552045591.219538,185,182,181,181,1552045633.7696064,1238,401,251,308,550,703,657,432,0,0,0,0,0,0,2,0,1552045633.7085104,1241,394,248,314,534,686,986,434,1552045633.7992907,3,1552045633.0,2,1552045633.7058558,100,6,1719,Corridor          
1552045633.907542,1552045591.348336,6479,19625,49684,44429,64,0,0,0,1552045591.150651,6479,20781,50935,45640,1552045591.371477,187,183,185,185,32,32,32,32,1552045591.270425,185,183,181,182,1552045633.8902748,1175,404,254,315,588,747,1043,433,7,0,0,0,0,0,2,0,1552045633.8300228,1180,401,252,304,569,716,1033,428,1552045633.9045105,3,1552045633.0,3,1552045633.8053393,100,8,1652,Corridor          
1552045634.0049653,1552045591.543688,4155,18472,48556,43241,0,0,0,0,1552045591.348336,6479,19625,49684,44429,1552045591.511823,188,184,184,185,32,32,32,32,1552045591.371477,187,183,185,185,1552045634.000172,1143,404,247,310,620,775,352,423,0,0,0,0,0,0,0,0,1552045633.945999,1169,409,243,301,603,763,411,425,1552045633.9887037,3,1552045633.0,3,1552045633.905062,100,9,1792,Corridor          
1552045634.1075628,1552045591.543688,4155,18472,48556,43241,0,0,0,0,1552045591.348336,6479,19625,49684,44429,1552045591.562592,187,184,184,185,32,32,32,32,1552045591.511823,188,184,184,185,1552045634.0620067,1124,406,246,308,641,796,336,424,0,0,0,0,0,0,0,0,1552045634.000172,1143,404,247,310,620,775,352,423,1552045634.0643082,3,1552045634.0,3,1552045634.0038056,100,7,1981,Corridor          
1552045634.2060885,1552045591.726548,4155,17266,48556,43241,64,0,64,64,1552045591.543688,4155,18472,48556,43241,1552045591.678353,190,185,186,187,32,32,32,32,1552045591.562592,187,184,184,185,1552045634.1804225,1087,413,248,314,681,843,329,423,0,0,0,0,0,0,0,0,1552045634.1248481,1122,414,248,316,656,826,325,423,1552045634.1665401,3,1552045634.0,3,1552045634.1060011,100,6,1940,Corridor          
1552045634.3052847,1552045591.726548,4155,17266,48556,43241,64,0,64,64,1552045591.543688,4155,18472,48556,43241,1552045591.809613,188,186,185,186,32,32,32,32,1552045591.678353,190,185,186,187,1552045634.297878,1077,410,248,314,717,891,337,423,0,0,0,0,0,0,0,0,1552045634.2431061,1088,411,256,307,700,869,333,420,1552045634.2698843,3,1552045634.0,3,1552045634.2045496,100,7,2147,Corridor          
1552045634.40701,1552045591.918795,4155,16118,48556,40941,64,0,64,0,1552045591.726548,4155,17266,48556,43241,1552045591.854851,187,186,185,186,32,32,32,32,1552045591.809613,188,186,185,186,1552045634.3589602,1044,413,246,312,734,904,337,425,0,0,0,0,0,0,0,0,1552045634.297878,1077,410,248,314,717,891,337,423,1552045634.3742387,3,1552045634.0,3,1552045634.3040829,100,7,2147,Corridor          
1552045634.5062635,1552045591.918795,4155,16118,48556,40941,64,0,64,0,1552045591.726548,4155,17266,48556,43241,1552045591.960746,187,186,185,186,32,32,32,32,1552045591.854851,187,186,185,186,1552045634.4849234,1018,424,251,311,775,945,336,418,0,0,0,0,0,0,0,0,1552045634.428656,1041,411,248,305,751,927,335,423,1552045634.4795074,3,1552045634.0,3,1552045634.4058087,100,7,2182,Corridor          
1552045634.6065917,1552045592.103866,727,14969,45208,39836,0,0,0,0,1552045591.918795,4155,16118,48556,40941,1552045592.066176,187,186,185,186,32,32,32,32,1552045591.960746,187,186,185,186,1552045634.5503592,997,418,252,311,790,966,336,417,0,0,0,0,0,0,0,0,1552045634.4849234,1018,424,251,311,775,945,336,418,1552045634.5841246,3,1552045634.0,3,1552045634.5049968,100,8,1780,Corridor          
1552045634.706756,1552045592.103866,727,14969,45208,39836,0,0,0,0,1552045591.918795,4155,16118,48556,40941,1552045592.16242,187,186,185,186,32,32,32,32,1552045592.066176,187,186,185,186,1552045634.6909559,950,431,253,313,836,1002,333,414,0,0,0,0,0,0,0,0,1552045634.6239455,978,423,253,307,813,992,336,417,1552045634.68484,3,1552045634.0,3,1552045634.605474,100,8,1725,Corridor          
1552045634.806685,1552045592.298719,65169,13778,45208,39836,0,0,128,64,1552045592.103866,727,14969,45208,39836,1552045592.273997,190,186,185,186,32,32,32,32,1552045592.16242,187,186,185,186,1552045634.7500255,930,425,254,313,842,1041,333,412,0,0,0,0,0,0,0,0,1552045634.6909559,950,431,253,313,836,1002,333,414,1552045634.790471,3,1552045634.0,3,1552045634.7056777,100,8,1758,Corridor          
1552045634.9119833,1552045592.298719,65169,13778,45208,39836,0,0,128,64,1552045592.103866,727,14969,45208,39836,1552045592.417229,189,187,185,186,32,32,32,32,1552045592.273997,190,186,185,186,1552045634.895365,899,417,256,316,893,1090,330,415,0,0,0,0,0,0,0,0,1552045634.8241673,924,426,253,307,875,1061,330,414,1552045634.8934126,3,1552045634.0,3,1552045634.8055868,100,8,1705,Corridor          
1552045635.00628,1552045592.496641,64137,12755,45208,39836,0,0,64,64,1552045592.298719,65169,13778,45208,39836,1552045592.470363,189,187,185,186,32,32,32,32,1552045592.417229,189,187,185,186,1552045634.9586928,877,406,255,313,908,1132,330,413,0,0,0,0,0,0,0,0,1552045634.895365,899,417,256,316,893,1090,330,415,1552045634.998393,2,1552045634.0,2,1552045634.9048147,100,9,1728,Corridor          
1552045635.1067522,1552045592.496641,64137,12755,45208,39836,0,0,64,64,1552045592.298719,65169,13778,45208,39836,1552045592.609132,189,189,185,186,32,32,32,32,1552045592.470363,189,187,185,186,1552045635.0864065,846,395,251,321,948,911,327,452,0,0,0,0,0,0,0,0,1552045635.0253801,843,400,250,321,931,1161,329,422,1552045635.1020634,2,1552045635.0,2,1552045635.004854,100,9,1655,Corridor          
1552045635.209705,1552045592.702167,62801,12755,41582,36353,0,64,0,0,1552045592.496641,64137,12755,45208,39836,1552045592.678639,189,189,185,186,32,32,32,32,1552045592.609132,189,189,185,186,1552045635.1458187,822,392,249,330,968,607,329,611,0,0,0,0,0,0,0,0,1552045635.0864065,846,395,251,321,948,911,327,452,1552045635.189503,2,1552045635.0,2,1552045635.105317,100,8,2371,Turn-Around-      
1552045635.304228,1552045592.702167,62801,12755,41582,36353,0,64,0,0,1552045592.496641,64137,12755,45208,39836,1552045592.678639,189,189,185,186,32,32,32,32,1552045592.609132,189,189,185,186,1552045635.264679,786,369,246,325,995,514,332,1207,0,0,0,0,0,0,0,0,1552045635.201749,802,375,249,324,973,538,332,1173,1552045635.2552006,1,1552045635.0,2,1552045635.207221,100,0,-220,Turn-Around-      
1552045635.4056876,1552045592.892583,62801,10343,40437,36353,64,0,0,64,1552045592.702167,62801,12755,41582,36353,1552045592.878627,189,189,185,186,32,32,32,32,1552045592.678639,189,189,185,186,1552045635.3911123,746,362,244,327,1024,501,333,1229,0,0,0,0,0,0,0,0,1552045635.330527,760,370,246,324,1014,502,335,1228,1552045635.36028,1,1552045635.0,1,1552045635.207221,100,0,-220,Turn-Around-      
1552045635.5068104,1552045592.892583,62801,10343,40437,36353,64,0,0,64,1552045592.702167,62801,12755,41582,36353,1552045593.023105,165,176,193,189,32,32,32,32,1552045592.945874,178,187,188,187,1552045635.454139,733,371,248,318,1048,500,335,1215,0,0,0,0,0,0,0,0,1552045635.3911123,746,362,244,327,1024,501,333,1229,1552045635.4689012,2,1552045635.0,1,1552045635.207221,100,0,-220,Turn-Around-      
1552045635.6055284,1552045593.114689,60496,10343,39327,33886,0,64,0,0,1552045592.892583,62801,10343,40437,36353,1552045593.091296,163,172,195,189,32,32,32,32,1552045593.023105,165,176,193,189,1552045635.5781367,708,442,252,292,1059,598,335,1100,0,0,0,0,0,0,0,0,1552045635.5192497,716,402,249,302,1054,529,334,1173,1552045635.577508,6,1552045635.0,4,1552045635.207221,100,0,-220,Turn-Around-      
1552045635.706186,1552045593.114689,60496,10343,39327,33886,0,64,0,0,1552045592.892583,62801,10343,40437,36353,1552045593.226364,163,171,196,189,32,32,32,32,1552045593.189283,163,172,196,189,1552045635.6442528,701,521,261,281,835,702,339,1061,0,0,0,0,0,0,0,0,1552045635.5781367,708,442,252,292,1059,598,335,1100,1552045635.6813488,10,1552045635.0,8,1552045635.207221,100,0,-220,Turn-Around-      
1552045635.8056524,1552045593.316946,59591,10343,38498,33886,0,64,0,64,1552045593.114689,60496,10343,39327,33886,1552045593.308228,163,171,196,189,32,32,32,32,1552045593.275328,163,171,196,189,1552045635.7671275,712,690,290,275,569,1183,346,951,0,0,0,0,0,0,0,0,1552045635.7031498,698,651,277,279,651,1186,341,1018,1552045635.7838073,12,1552045635.0,11,1552045635.207221,100,0,-220,Turn-Around-      
1552045635.9052162,1552045593.316946,59591,10343,38498,33886,0,64,0,64,1552045593.114689,60496,10343,39327,33886,1552045593.434457,163,171,196,188,32,32,32,32,1552045593.390219,163,171,196,188,1552045635.8467164,755,651,314,279,515,1178,354,699,0,0,0,0,0,0,0,7,1552045635.7671275,712,690,290,275,569,1183,346,951,1552045635.8885663,15,1552045635.0,14,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.0061526,1552045593.52868,58706,6434,38498,33886,0,0,64,64,1552045593.316946,59591,10343,38498,33886,1552045593.515735,163,171,196,190,32,32,32,32,1552045593.466955,163,171,196,190,1552045635.9764535,1200,602,377,294,443,1173,373,318,7,0,0,0,0,0,0,0,1552045635.9129267,1257,621,344,286,479,1181,362,362,1552045635.9920695,18,1552045635.0,16,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.1058846,1552045593.52868,58706,6434,38498,33886,0,0,64,64,1552045593.316946,59591,10343,38498,33886,1552045593.629326,163,171,196,190,32,32,32,32,1552045593.598816,163,171,196,190,1552045636.0993588,1050,571,468,320,416,1197,403,258,0,0,0,0,0,0,0,0,1552045636.0401726,1095,583,426,306,425,1177,392,267,1552045636.0943294,20,1552045636.0,19,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.20476,1552045593.726352,57849,6434,36593,29627,0,64,0,0,1552045593.52868,58706,6434,38498,33886,1552045593.715545,163,171,196,190,32,32,32,32,1552045593.671482,163,171,196,190,1552045636.1592066,972,565,550,336,405,1208,411,254,0,0,0,0,0,0,0,0,1552045636.0993588,1050,571,468,320,416,1197,403,258,1552045636.198179,23,1552045636.0,22,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.3041,1552045593.726352,57849,6434,36593,29627,0,64,0,0,1552045593.52868,58706,6434,38498,33886,1552045593.826074,163,171,196,190,32,32,32,32,1552045593.791173,163,171,196,190,1552045636.2783914,876,562,615,377,401,1224,463,232,0,0,0,0,0,0,0,0,1552045636.219998,926,559,615,355,400,1225,441,241,1552045636.3033206,26,1552045636.0,24,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.405855,1552045593.726352,57849,6434,36593,29627,0,64,0,0,1552045593.52868,58706,6434,38498,33886,1552045593.904514,163,171,196,190,32,32,32,32,1552045593.868164,163,171,196,190,1552045636.397554,805,878,560,436,408,1061,562,214,0,7,0,0,0,0,0,0,1552045636.3388155,851,581,582,405,404,1202,498,221,1552045636.353153,27,1552045636.0,26,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.504678,1552045593.950738,57849,6434,35639,29627,64,64,0,64,1552045593.726352,57849,6434,36593,29627,1552045594.0138,163,171,196,190,32,32,32,32,1552045593.978941,163,171,196,190,1552045636.4570827,780,1314,540,478,415,872,794,204,0,0,0,0,0,0,7,0,1552045636.397554,805,878,560,436,408,1061,562,214,1552045636.4578023,30,1552045636.0,29,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.6051185,1552045593.950738,57849,6434,35639,29627,64,64,0,64,1552045593.726352,57849,6434,36593,29627,1552045594.126227,163,171,196,190,32,32,32,32,1552045594.089229,163,171,196,190,1552045636.5756195,732,1077,512,580,441,731,1239,189,0,0,0,0,0,0,0,0,1552045636.5180438,757,1247,527,524,430,781,1152,199,1552045636.5616682,35,1552045636.0,32,1552045635.207221,100,0,-220,Turn-Around-      
1552045636.7063007,1552045594.156472,57849,1857,34711,26526,64,0,0,0,1552045593.950738,57849,6434,35639,29627,1552045594.239618,163,171,196,190,32,32,32,32,1552045594.19828,163,171,196,190,1552045636.6927738,607,879,509,672,468,658,1247,173,0,0,0,0,0,0,0,0,1552045636.6350734,708,980,512,651,454,684,1235,180,1552045636.670468,39,1552045636.0,36,1552045635.207221,100,0,-220,Turn-Around-      
